id,Name,titleProject_id,class,score,login,password
323,Багапов Вячеслав Сергеевич,99,7д,4,Багапов_ВС,bN0vqGBm
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,ojkE7gXt
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,4lF10IGH
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,mhWL9jCy
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,ZBBO7eNP
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,ef53V7Ms
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,MoxDgia1
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,vpwUmd6W
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,BMkvhK3Z
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,6Kqc3Qif
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,0Ue2xoiC
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,2fUYw68P
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,Pjf8knzQ
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,npkIN24S
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,rWMMaC5x
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,XZX4xqtd
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,6iiqCC4M
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,xT1NGzNd
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,63lXexjf
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,yJSYZD93
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,1yp5wxDO
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,dF65L1Sw
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,5K1y3fL2
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,t04puKwq
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,4CyGbHgP
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,NMw6Oqkf
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,UaC82hTu
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,2Sjb3nrI
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,EeIAP349
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,jz2pk3SO
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,8obeRPf8
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,aSY8mYub
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,abVBgoV5
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,P4Dcl1A2
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,72kPEZU9
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,CFTzMhC0
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,e8Mocqw9
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,r1oJ0I2S
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,zV3dpWxT
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,J1tvtG4e
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,bq1NLBJ9
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,oQwHr2U2
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,p3yum76C
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,usJI3WLx
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,pBg3V6Rk
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,XKA7zUte
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,ZCBE7z7T
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,nyOBv18u
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,YpDL2ujq
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,mLNQ46TH
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,SYYF75kM
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,O4S4MoRB
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,oPOKxK5k
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,dPmYP97i
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,5oINbs8J
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,N3JmblNY
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,j8zDM20W
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,4WMAyYef
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,hYDM9po2
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,L3hQT3c8
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,LN8NHzwo
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,0iclXs5H
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,yp93oR3d
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,m16mtVsG
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,2gUOpZUK
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,YwJzIu6y
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,Fx1qrukm
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,fVLS1lF5
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,93dXvdmN
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,64e0o1R4
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,ycNa76IS
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,tDd1l6oX
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,oKS3St3D
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,zA1IrybR
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,YU6BuPBF
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,9NrWdRfC
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,TM41M7Yz
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,OyJx5PkV
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,gOc9ah8Q
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,23DjQwfi
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,feRYmsP5
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,KbR742wJ
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,36xKJm52
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,71BwwEkn
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,SktdGMm1
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,Hwqi5T6X
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,Md7A79Ho
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,uuCT63HQ
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,bdhdU46z
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,9yRMIBLS
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,sEm7VCh6
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,IAD8fuut
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,Um95qP3O
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,HCl8Xrc9
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,aQ5W8p8v
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,XiSGky56
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,qvwS7AIX
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,e9tIaR2g
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,AAXXB2Bx
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,Bu2SyOCz
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,3JiaGHPA
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,QVWAEd0h
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,o49PgzRo
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,x2fQiJ0e
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,QSEJ6hCP
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,a930N0SJ
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,UBT5FtpH
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,Y6y7aaKU
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,1qXYRTk2
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,ijjvPWu7
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,dba3EQjh
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,GdV59fAA
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,nw7w0Gz7
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,Bwc0UrAU
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,I037nAHD
438,Милина Алена Петровна,359,8г,3,Милина_АП,HC99yulr
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,YmDKk7nB
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,Py1fQ8la
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,6MyB3xZH
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,1pNSLSKA
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,a1llsqBQ
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,kDBM8JMx
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,7CIoQnUl
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,T15KbQNc
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,g7at27aM
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,APO2vXoa
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,Pkc8gRpX
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,Q8aDO0PY
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,Ptf7YSuy
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,LALk3ONQ
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,EsteMFn3
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,OxTYP1Hq
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,LFqPw39v
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,t7zKui2f
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,hBgjQSD6
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,lvbHB4bq
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,Be8EfVy1
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,ydfJ6taC
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,gW06T4An
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,FlYL2qcH
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,1oVUSF2P
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,IQvw60WM
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,B9u3Z2ua
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,VYWyd1fY
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,IGCIWf9B
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,23vA3ZnN
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,Am9ZoKWo
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,unKmO924
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,ha8Uay7g
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,F8UX9bQF
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,y1vYvhjR
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,hWWrDG8v
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,TDPK94eZ
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,s5pKDoCp
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,n109xUkb
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,2LmWExrA
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,peSo8oH1
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,1tZHcNCl
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,MrNwOl0D
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,Yg7VBIPL
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,uTz4k5Ot
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,HR8f1g2J
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,rdOO3RhN
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,AdQYnu3a
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,7hWgMDQR
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,o4v4Pr4J
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,ygb3yspR
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,gFkc55Ed
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,vAE0TYEz
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,l3Rl8iPF
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,A7dZ3Dk3
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,QgXC5cyk
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,dLjr6MMx
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,Ul6dM6LR
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,yMGZLr1b
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,1XsKm2YT
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,4RUVZlEa
